premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2,output_text,output_label,preds,choice,is_correct
I left the fruit out on the table.,The fruit shed seeds.,Flies swarmed the fruit.,effect,easy,2,1,test,question: i left the fruit out on the table. what is the most plausible effect? options: a) the fruit shed seeds b) flies swarmed the fruit,flies swarmed the fruit,copa,the fruit shed seeds,flies swarmed the fruit,b) flies swarmed the fruit,b,b) flies swarmed the fruit,b,1
The ballerina tore a ligament.,She pointed her toes.,She twisted her ankle.,cause,easy,2,1,test,question: the ballerina tore a ligament. what is the most plausible cause? options: a) she pointed her toes b) she twisted her ankle,she twisted her ankle,copa,she pointed her toes,she twisted her ankle,b) she twisted her ankle,b,b) she twisted her ankle,b,1
The child's shoelaces came untied.,He learned how to tie them.,He ran around on the playground.,cause,easy,2,1,test,question: the child's shoelaces came untied. what is the most plausible cause? options: a) he learned how to tie them b) he ran around on the playground,he ran around on the playground,copa,he learned how to tie them,he ran around on the playground,b) he ran around on the playground,b,a) he learned how to tie them,a,0
I became enthralled in the book.,I returned the book.,I lost track of time.,effect,hard,2,1,test,question: i became enthralled in the book. what is the most plausible effect? options: a) i returned the book b) i lost track of time,i lost track of time,copa,i returned the book,i lost track of time,b) i lost track of time,b,a) i returned the book,a,0
The man held similar beliefs to those of his parents.,His parents influenced him.,His parents disowned him.,cause,hard,1,0,test,question: the man held similar beliefs to those of his parents. what is the most plausible cause? options: a) his parents influenced him b) his parents disowned him,his parents influenced him,copa,his parents influenced him,his parents disowned him,a) his parents influenced him,a,a) his parents influenced him,a,1
The car gradually slowed to a stop.,It ran out of gas.,The driver fell asleep.,cause,easy,1,0,test,question: the car gradually slowed to a stop. what is the most plausible cause? options: a) it ran out of gas b) the driver fell asleep,it ran out of gas,copa,it ran out of gas,the driver fell asleep,a) it ran out of gas,a,a) it ran out of gas,a,1
The man ate the ice cream in the sun.,The ice cream lost its flavor.,The ice cream dripped from the cone.,effect,hard,2,1,test,question: the man ate the ice cream in the sun. what is the most plausible effect? options: a) the ice cream lost its flavor b) the ice cream dripped from the cone,the ice cream dripped from the cone,copa,the ice cream lost its flavor,the ice cream dripped from the cone,b) the ice cream dripped from the cone,b,b) the ice cream dripped from the cone,b,1
I hung artwork in the room.,The carpet looked dirty.,The walls looked bare.,cause,hard,2,1,test,question: i hung artwork in the room. what is the most plausible cause? options: a) the carpet looked dirty b) the walls looked bare,the walls looked bare,copa,the carpet looked dirty,the walls looked bare,b) the walls looked bare,b,b) the walls looked bare,b,1
I left work early.,I had a headache.,My boss held a meeting.,cause,hard,1,0,test,question: i left work early. what is the most plausible cause? options: a) i had a headache b) my boss held a meeting,i had a headache,copa,i had a headache,my boss held a meeting,a) i had a headache,a,b) my boss held a meeting,b,0
The puppy soiled the carpet.,The owner scolded the puppy.,The owner gave the puppy a treat.,effect,hard,1,0,test,question: the puppy soiled the carpet. what is the most plausible effect? options: a) the owner scolded the puppy b) the owner gave the puppy a treat,the owner scolded the puppy,copa,the owner scolded the puppy,the owner gave the puppy a treat,a) the owner scolded the puppy,a,a) the owner scolded the puppy,a,1
I apologized to my friend.,My friend forgave me.,My friend became infuriated.,effect,hard,1,0,test,question: i apologized to my friend. what is the most plausible effect? options: a) my friend forgave me b) my friend became infuriated,my friend forgave me,copa,my friend forgave me,my friend became infuriated,a) my friend forgave me,a,a) my friend forgave me,a,1
The man stood out in the crowd.,He carried a backpack.,He wore a neon vest.,cause,easy,2,1,test,question: the man stood out in the crowd. what is the most plausible cause? options: a) he carried a backpack b) he wore a neon vest,he wore a neon vest,copa,he carried a backpack,he wore a neon vest,b) he wore a neon vest,b,b) he wore a neon vest,b,1
The witness lied under oath.,He completed his testimony.,He was charged with perjury.,effect,easy,2,1,test,question: the witness lied under oath. what is the most plausible effect? options: a) he completed his testimony b) he was charged with perjury,he was charged with perjury,copa,he completed his testimony,he was charged with perjury,b) he was charged with perjury,b,b) he was charged with perjury,b,1
The woman dyed her hair.,She wanted a new look.,She wanted to blend in.,cause,hard,1,0,test,question: the woman dyed her hair. what is the most plausible cause? options: a) she wanted a new look b) she wanted to blend in,she wanted a new look,copa,she wanted a new look,she wanted to blend in,a) she wanted a new look,a,a) she wanted a new look,a,1
The immigrants were caught illegally residing in the country.,They found employment.,They were deported.,effect,easy,2,1,test,question: the immigrants were caught illegally residing in the country. what is the most plausible effect? options: a) they found employment b) they were deported,they were deported,copa,they found employment,they were deported,b) they were deported,b,b) they were deported,b,1
The public speaker cracked a joke.,The audience laughed.,The audience stood up.,effect,hard,1,0,test,question: the public speaker cracked a joke. what is the most plausible effect? options: a) the audience laughed b) the audience stood up,the audience laughed,copa,the audience laughed,the audience stood up,a) the audience laughed,a,a) the audience laughed,a,1
I looked into the sun.,The sun blinded me.,The sun tanned my skin.,effect,easy,1,0,test,question: i looked into the sun. what is the most plausible effect? options: a) the sun blinded me b) the sun tanned my skin,the sun blinded me,copa,the sun blinded me,the sun tanned my skin,a) the sun blinded me,a,b) the sun tanned my skin,b,0
I felt bored.,I snorted.,I yawned.,effect,hard,2,1,test,question: i felt bored. what is the most plausible effect? options: a) i snorted b) i yawned,i yawned,copa,i snorted,i yawned,b) i yawned,b,b) i yawned,b,1
